Gene stable ID	Human gene stable ID	Human gene name	Human homology type	Human orthology confidence [0 low, 1 high]	%id. target Human gene identical to query gene	%id. query gene identical to target Human gene	Gene name
ENSMUSG00000065658	ENSG00000202249	RNU5E-5P	ortholog_one2many	0	71.5517	71.5517	Gm23102
ENSMUSG00000065658	ENSG00000254172	RNU5A-3P	ortholog_one2many	0	69.8276	71.0526	Gm23102
ENSMUSG00000065658	ENSG00000252390	RNU5F-4P	ortholog_one2many	0	66.3793	67.5439	Gm23102
ENSMUSG00000064841	ENSG00000200792	SNORA80A	ortholog_one2many	0	85.0746	83.8235	Gm26205
ENSMUSG00000024027	ENSG00000112164	GLP1R	ortholog_one2one	1	92.0086	92.0086	Glp1r
ENSMUSG00000065272	ENSG00000226572	SNORD57	ortholog_one2one	0	80.5556	80.5556	Snord57
ENSMUSG00000064590							Gm22301
ENSMUSG00000088123	ENSG00000253006	RN7SKP283	ortholog_one2one	0	33.3333	34.4444	Gm25722
ENSMUSG00000099159	ENSG00000277311	Six3os1_2	ortholog_one2one	0	82.0628	84.3318	Gm27801
ENSMUSG00000094175							Gm24427
ENSMUSG00000077082							Gm23766
ENSMUSG00000024668	ENSG00000167985	SDHAF2	ortholog_one2many	1	90.2439	89.1566	Sdhaf2
ENSMUSG00000024668	ENSG00000256591	RP11-286N22.8	ortholog_one2many	1	69.5122	69.9387	Sdhaf2
ENSMUSG00000089195							Gm25768
ENSMUSG00000088231							Gm25426
ENSMUSG00000088002							Gm24775
ENSMUSG00000095349	ENSG00000207014	SNORD116-3	ortholog_many2many	0	90.3226	88.4211	Gm26097
ENSMUSG00000095349	ENSG00000275529	SNORD116-4	ortholog_many2many	0	89.2473	86.4583	Gm26097
ENSMUSG00000095349	ENSG00000207063	SNORD116-1	ortholog_many2many	0	89.2473	87.3684	Gm26097
ENSMUSG00000095349	ENSG00000206727	SNORD116-9	ortholog_many2many	0	90.3226	88.4211	Gm26097
ENSMUSG00000095349	ENSG00000207191	SNORD116-5	ortholog_many2many	0	89.2473	87.3684	Gm26097
ENSMUSG00000095349	ENSG00000207093	SNORD116-8	ortholog_many2many	0	90.3226	88.4211	Gm26097
ENSMUSG00000095349	ENSG00000207442	SNORD116-6	ortholog_many2many	0	90.3226	87.5	Gm26097
ENSMUSG00000095349	ENSG00000207001	SNORD116-2	ortholog_many2many	0	90.3226	88.4211	Gm26097
ENSMUSG00000095349	ENSG00000207133	SNORD116-7	ortholog_many2many	0	89.2473	87.3684	Gm26097
ENSMUSG00000065726	ENSG00000199212	RNU105C	ortholog_one2one	0	70.7865	60.2871	Gm26163
ENSMUSG00000099106	ENSG00000276859	GNAS-AS1_1	ortholog_one2one	0	62.5	38.835	Gm27899
ENSMUSG00000077481							Gm25272
ENSMUSG00000077144							Gm22938
ENSMUSG00000065431							Mir186
ENSMUSG00000098829							Mir6354
ENSMUSG00000077188							Gm25090
ENSMUSG00000096297							Gm23934
ENSMUSG00000088008	ENSG00000253060	SCARNA20	ortholog_one2many	0	58.9147	71.6981	Gm25492
ENSMUSG00000088008	ENSG00000252778	SCARNA20	ortholog_one2many	0	72.093	70.9924	Gm25492
ENSMUSG00000088008	ENSG00000251818	SCARNA20	ortholog_one2many	0	67.4419	63.0435	Gm25492
ENSMUSG00000088008	ENSG00000252722	SCARNA20	ortholog_one2many	0	70.5426	69.4657	Gm25492
ENSMUSG00000093976							Gm8674
ENSMUSG00000080592							Gm22030
ENSMUSG00000065514							Mir106b
ENSMUSG00000092956							Gm26220
ENSMUSG00000077294							Gm24123
ENSMUSG00000092714							Gm22854
ENSMUSG00000088644	ENSG00000252137	RNU6-1338P	ortholog_one2one	0	87.5	61.5385	Gm26485
ENSMUSG00000075006							Gm10799
ENSMUSG00000077938							Gm24132
ENSMUSG00000098477	ENSG00000244264	RN7SL597P	ortholog_one2many	0	72.8	61.4865	Gm27853
ENSMUSG00000098477	ENSG00000242889	RN7SL449P	ortholog_one2many	0	63.2	55.2448	Gm27853
ENSMUSG00000098477	ENSG00000241693	RN7SL704P	ortholog_one2many	0	65.2	59.4891	Gm27853
ENSMUSG00000098477	ENSG00000263432	RN7SL689P	ortholog_one2many	0	68.8	57.9125	Gm27853
ENSMUSG00000098477	ENSG00000275655	RN7SL313P	ortholog_one2many	0	63.2	54.8611	Gm27853
ENSMUSG00000098477	ENSG00000243051	RN7SL269P	ortholog_one2many	0	65.6	53.7705	Gm27853
ENSMUSG00000098477	ENSG00000274357	Metazoa_SRP	ortholog_one2many	0	56	50.9091	Gm27853
ENSMUSG00000098477	ENSG00000239553	RN7SL12P	ortholog_one2many	0	65.2	56.2069	Gm27853
ENSMUSG00000098477	ENSG00000240470	RN7SL346P	ortholog_one2many	0	62.8	53.4014	Gm27853
ENSMUSG00000098477	ENSG00000243562	RN7SL838P	ortholog_one2many	0	58.4	49.4915	Gm27853
ENSMUSG00000098477	ENSG00000241964	RN7SL135P	ortholog_one2many	0	60.4	54.3165	Gm27853
ENSMUSG00000098477	ENSG00000243370	RN7SL775P	ortholog_one2many	0	58.8	43.75	Gm27853
ENSMUSG00000098477	ENSG00000240299	RN7SL187P	ortholog_one2many	0	70	57.7558	Gm27853
ENSMUSG00000098477	ENSG00000263905	RN7SL555P	ortholog_one2many	0	66.8	49.2625	Gm27853
ENSMUSG00000098477	ENSG00000244139	RN7SL397P	ortholog_one2many	0	66.8	56.0403	Gm27853
ENSMUSG00000098477	ENSG00000243374	RN7SL72P	ortholog_one2many	0	62.4	57.9926	Gm27853
ENSMUSG00000098477	ENSG00000241568	RN7SL338P	ortholog_one2many	0	64	54.6075	Gm27853
ENSMUSG00000098477	ENSG00000239710	RN7SL692P	ortholog_one2many	0	62	53.8194	Gm27853
ENSMUSG00000098477	ENSG00000244236	RN7SL604P	ortholog_one2many	0	66.4	56.0811	Gm27853
ENSMUSG00000098477	ENSG00000280502	Metazoa_SRP	ortholog_one2many	0	65.2	54.8822	Gm27853
ENSMUSG00000098477	ENSG00000244372	RN7SL423P	ortholog_one2many	0	66	54.2763	Gm27853
ENSMUSG00000098477	ENSG00000240374	RN7SL503P	ortholog_one2many	0	67.6	55.7756	Gm27853
ENSMUSG00000098477	ENSG00000239468	RN7SL569P	ortholog_one2many	0	60.4	52.4306	Gm27853
ENSMUSG00000098477	ENSG00000240606	RN7SL564P	ortholog_one2many	0	50.8	50.8	Gm27853
ENSMUSG00000098477	ENSG00000243339	RN7SL738P	ortholog_one2many	0	68	57.2391	Gm27853
ENSMUSG00000098477	ENSG00000266274	RN7SL138P	ortholog_one2many	0	64.4	56.0976	Gm27853
ENSMUSG00000098477	ENSG00000241395	RN7SL344P	ortholog_one2many	0	66	55.7432	Gm27853
ENSMUSG00000098477	ENSG00000275961	RN7SL210P	ortholog_one2many	0	65.6	56.9444	Gm27853
ENSMUSG00000098477	ENSG00000240847	RN7SL497P	ortholog_one2many	0	64.4	53.4884	Gm27853
ENSMUSG00000098477	ENSG00000241821	RN7SL170P	ortholog_one2many	0	67.2	56.9492	Gm27853
ENSMUSG00000098477	ENSG00000241159	RN7SL160P	ortholog_one2many	0	60.8	53.5211	Gm27853
ENSMUSG00000098477	ENSG00000244514	RN7SL125P	ortholog_one2many	0	67.2	57.1429	Gm27853
ENSMUSG00000098477	ENSG00000242201	RN7SL215P	ortholog_one2many	0	69.2	58.0537	Gm27853
ENSMUSG00000098477	ENSG00000243075	RN7SL519P	ortholog_one2many	0	58.4	50.6944	Gm27853
ENSMUSG00000098477	ENSG00000243365	RN7SL278P	ortholog_one2many	0	71.2	60.1351	Gm27853
ENSMUSG00000098477	ENSG00000239356	RN7SL309P	ortholog_one2many	0	62	54.1958	Gm27853
ENSMUSG00000098477	ENSG00000265486	RN7SL518P	ortholog_one2many	0	68.8	61.4286	Gm27853
ENSMUSG00000098477	ENSG00000243267	RN7SL614P	ortholog_one2many	0	63.2	56.4286	Gm27853
ENSMUSG00000098477	ENSG00000240474	RN7SL116P	ortholog_one2many	0	60	49.1803	Gm27853
ENSMUSG00000098477	ENSG00000241082	RN7SL259P	ortholog_one2many	0	54.4	53.7549	Gm27853
ENSMUSG00000098477	ENSG00000240733	RN7SL502P	ortholog_one2many	0	66	56.8966	Gm27853
ENSMUSG00000098477	ENSG00000241188	RN7SL165P	ortholog_one2many	0	65.2	56.0137	Gm27853
ENSMUSG00000098477	ENSG00000241869	RN7SL363P	ortholog_one2many	0	58.8	53.8462	Gm27853
ENSMUSG00000098477	ENSG00000244006	RN7SL799P	ortholog_one2many	0	67.2	56.3758	Gm27853
ENSMUSG00000098529							Gm27362
ENSMUSG00000068181							Gm10234
ENSMUSG00000088938	ENSG00000201162	RNU6-454P	ortholog_one2one	0	80.2326	64.486	Gm22989
ENSMUSG00000077931							Mir877
ENSMUSG00000105010							Mir219b
ENSMUSG00000093189							Gm25694
ENSMUSG00000065847							Gm25188
ENSMUSG00000096528							G430049J08Rik
ENSMUSG00000092758							Gm25026
ENSMUSG00000099129							Mir7076
ENSMUSG00000088764							Gm24395
ENSMUSG00000095614							Gm6291
ENSMUSG00000084513							n-R5s179
ENSMUSG00000065406							Mirlet7i
ENSMUSG00000095112	ENSG00000283575	U6	ortholog_one2one	0	86.9159	96.875	Gm23712
ENSMUSG00000093409							Gm25193
ENSMUSG00000094352							Btbd35f19
ENSMUSG00000065130							Gm24457
ENSMUSG00000065124							Snora65
ENSMUSG00000024827	ENSG00000178445	GLDC	ortholog_one2one	1	92	92.451	Gldc
ENSMUSG00000084549							DQ267100
ENSMUSG00000094912							Gm26392
ENSMUSG00000072963							Gm10447
ENSMUSG00000065464							Mir185
ENSMUSG00000099109							Mir7115
ENSMUSG00000104589							Gm44311
ENSMUSG00000095292							Mir344d-3
ENSMUSG00000042874							D930007J09Rik
ENSMUSG00000065362	ENSG00000201512	SNORA71C	ortholog_many2many	0	84.7328	82.8358	Gm24411
ENSMUSG00000065362	ENSG00000200354	SNORA71D	ortholog_many2many	0	83.2061	81.3433	Gm24411
ENSMUSG00000024570	ENSG00000101546	RBFA	ortholog_one2one	1	58	59.1837	Rbfa
ENSMUSG00000070175	ENSG00000206733	RNU6-641P	ortholog_one2many	0	91.1765	86.9159	Gm24162
ENSMUSG00000063180	ENSG00000213741	RPS29	ortholog_one2many	0	86.8852	79.1045	Gm10126
ENSMUSG00000094172	ENSG00000232423	PRAMEF6	ortholog_many2many	0	40.1247	40.5462	AC163611.1
ENSMUSG00000094172	ENSG00000182330	PRAMEF8	ortholog_many2many	0	39.9168	40.5063	AC163611.1
ENSMUSG00000094172	ENSG00000229571	PRAMEF25	ortholog_many2many	0	39.2931	39.5397	AC163611.1
ENSMUSG00000094172	ENSG00000270601	PRAMEF5	ortholog_many2many	0	40.1247	40.5462	AC163611.1
ENSMUSG00000094172	ENSG00000204505	PRAMEF9	ortholog_many2many	0	39.2931	39.5397	AC163611.1
ENSMUSG00000094172	ENSG00000274764	PRAMEF27	ortholog_many2many	0	39.2931	39.5397	AC163611.1
ENSMUSG00000094172	ENSG00000204480	PRAMEF19	ortholog_many2many	0	29.106	34.1463	AC163611.1
ENSMUSG00000094172	ENSG00000204478	PRAMEF20	ortholog_many2many	0	39.7089	40.2105	AC163611.1
ENSMUSG00000094172	ENSG00000116721	PRAMEF1	ortholog_many2many	0	35.7588	36.2869	AC163611.1
ENSMUSG00000094172	ENSG00000243073	PRAMEF4	ortholog_many2many	0	39.0852	39.3305	AC163611.1
ENSMUSG00000094172	ENSG00000116726	PRAMEF12	ortholog_many2many	0	40.5405	40.3727	AC163611.1
ENSMUSG00000094172	ENSG00000279804	PRAMEF18	ortholog_many2many	0	36.3825	36.5344	AC163611.1
ENSMUSG00000094172	ENSG00000204510	PRAMEF7	ortholog_many2many	0	39.7089	40.2954	AC163611.1
ENSMUSG00000094172	ENSG00000239810	PRAMEF11	ortholog_many2many	0	38.4615	38.7029	AC163611.1
ENSMUSG00000094172	ENSG00000279169	PRAMEF13	ortholog_many2many	0	17.4636	36.6812	AC163611.1
ENSMUSG00000094172	ENSG00000120952	PRAMEF2	ortholog_many2many	0	35.1351	35.654	AC163611.1
ENSMUSG00000094172	ENSG00000280267	PRAMEF26	ortholog_many2many	0	39.2931	39.5397	AC163611.1
ENSMUSG00000094172	ENSG00000204481	PRAMEF14	ortholog_many2many	0	35.9667	36.4979	AC163611.1
ENSMUSG00000094172	ENSG00000237700	PRAMEF33	ortholog_many2many	0	36.5904	37.1308	AC163611.1
ENSMUSG00000094172	ENSG00000204479	PRAMEF17	ortholog_many2many	0	36.5904	37.1308	AC163611.1
ENSMUSG00000094172	ENSG00000187545	PRAMEF10	ortholog_many2many	0	36.7983	37.3418	AC163611.1
ENSMUSG00000094172	ENSG00000204501	PRAMEF15	ortholog_many2many	0	39.7089	39.9582	AC163611.1
ENSMUSG00000096431	ENSG00000207014	SNORD116-3	ortholog_many2many	0	87.234	86.3158	Gm22131
ENSMUSG00000096431	ENSG00000275529	SNORD116-4	ortholog_many2many	0	87.234	85.4167	Gm22131
ENSMUSG00000096431	ENSG00000207063	SNORD116-1	ortholog_many2many	0	86.1702	85.2632	Gm22131
ENSMUSG00000096431	ENSG00000206727	SNORD116-9	ortholog_many2many	0	87.234	86.3158	Gm22131
ENSMUSG00000096431	ENSG00000207191	SNORD116-5	ortholog_many2many	0	86.1702	85.2632	Gm22131
ENSMUSG00000096431	ENSG00000207093	SNORD116-8	ortholog_many2many	0	87.234	86.3158	Gm22131
ENSMUSG00000096431	ENSG00000207442	SNORD116-6	ortholog_many2many	0	88.2979	86.4583	Gm22131
ENSMUSG00000096431	ENSG00000207001	SNORD116-2	ortholog_many2many	0	88.2979	87.3684	Gm22131
ENSMUSG00000096431	ENSG00000207133	SNORD116-7	ortholog_many2many	0	86.1702	85.2632	Gm22131
ENSMUSG00000055763							Rybp-ps
ENSMUSG00000088241							Gm22916
ENSMUSG00000092835							Gm24819
ENSMUSG00000089432							Mir1966
ENSMUSG00000106307	ENSG00000281394	SCARNA4	ortholog_many2many	0	86.1538	86.8217	Gm23370
ENSMUSG00000106307	ENSG00000281516	SCARNA4	ortholog_many2many	0	76.1538	80.4878	Gm23370
ENSMUSG00000076039							Gm22137
ENSMUSG00000061126	ENSG00000171954	CYP4F22	ortholog_one2one	1	86.4662	86.629	Cyp4f39
ENSMUSG00000087739	ENSG00000251866	SCARNA21	ortholog_one2many	0	80.5755	80	Gm24644
ENSMUSG00000088643	ENSG00000252889	RNU6-1236P	ortholog_one2many	0	58.4906	62.6263	Gm26484
ENSMUSG00000088643	ENSG00000252062	RNU6-469P	ortholog_one2many	0	56.6038	59.4059	Gm26484
ENSMUSG00000024234	ENSG00000107951	MTPAP	ortholog_one2one	1	76.2393	76.6323	Mtpap
ENSMUSG00000098871							Mir6381
ENSMUSG00000084547	ENSG00000200131	RN7SKP77	ortholog_one2one	0	66.3968	46.4589	Gm24936
ENSMUSG00000077567							Gm23200
ENSMUSG00000089514							Gm26291
ENSMUSG00000095894							Gm24795
ENSMUSG00000065311	ENSG00000222108	RNA5SP317	ortholog_one2many	0	56.1905	50.8621	n-R5s156
ENSMUSG00000065311	ENSG00000238405	RNA5SP311	ortholog_one2many	0	56.1905	50.8621	n-R5s156
ENSMUSG00000065311	ENSG00000252072	RNA5SP320	ortholog_one2many	0	61.9048	52.4194	n-R5s156
ENSMUSG00000065311	ENSG00000239152	RNA5SP310	ortholog_one2many	0	55.2381	50	n-R5s156
ENSMUSG00000065311	ENSG00000252149	RNA5SP315	ortholog_one2many	0	56.1905	50.8621	n-R5s156
ENSMUSG00000065311	ENSG00000252877	RNA5SP312	ortholog_one2many	0	56.1905	50.8621	n-R5s156
ENSMUSG00000089480							Gm24739
ENSMUSG00000096910							Zfp955b
ENSMUSG00000105997							Gm44333
ENSMUSG00000064867	ENSG00000200525	RNU6-1209P	ortholog_one2one	0	91.5888	91.5888	Gm25039
ENSMUSG00000098327							Mir7087
ENSMUSG00000088510							Gm23036
ENSMUSG00000096492							Mir467a-4
ENSMUSG00000088227	ENSG00000283564	U6	ortholog_one2many	0	61.25	85.9649	Gm22597
ENSMUSG00000092961							Gm22239
ENSMUSG00000015437	ENSG00000100453	GZMB	ortholog_one2many	1	68.0162	68.0162	Gzmb
ENSMUSG00000065763	ENSG00000252373	RNU6-358P	ortholog_one2many	0	60	88	Gm23847
ENSMUSG00000076951							Gm24932
ENSMUSG00000060224	ENSG00000119943	PYROXD2	ortholog_one2one	1	84.5095	84.5095	Pyroxd2
ENSMUSG00000065481							Mir346
ENSMUSG00000098960							Mir7056
ENSMUSG00000084451							Gm24594
ENSMUSG00000094980							Gm23727
ENSMUSG00000088361							Gm23499
ENSMUSG00000093031	ENSG00000277635	Metazoa_SRP	ortholog_one2many	0	44.1406	43.4615	Gm22662
ENSMUSG00000089127							Gm26401
ENSMUSG00000065859	ENSG00000222449	RNU6-1140P	ortholog_one2one	0	70.0935	70.7547	Gm22351
ENSMUSG00000059632	ENSG00000183640	KRTAP8-1	ortholog_one2one	1	83.6066	80.9524	Krtap8-1
ENSMUSG00000101392							Gm29163
ENSMUSG00000077306							Gm22469
ENSMUSG00000022155	ENSG00000171495	MROH2B	ortholog_one2one	1	81.5939	81.388	Mroh2b
ENSMUSG00000092698							Gm22926
ENSMUSG00000092715	ENSG00000201620	RNA5SP51	ortholog_one2many	0	54.9618	60.5042	Gm22853
ENSMUSG00000092715	ENSG00000222500	RNA5SP475	ortholog_one2many	0	51.9084	61.8182	Gm22853
ENSMUSG00000094024							Esp18
ENSMUSG00000080613							Gm22151
ENSMUSG00000087813	ENSG00000212134	SNORA40	ortholog_one2one	0	82.3529	76.5625	Gm22490
ENSMUSG00000094605	ENSG00000202026	RNU6-1134P	ortholog_one2one	0	71.9626	76.2376	Gm25873
ENSMUSG00000092794							Mir3110
ENSMUSG00000095070							Gm24508
ENSMUSG00000096028							Gm25984
ENSMUSG00000002379	ENSG00000267740	AC024592.12	ortholog_one2many	0	48.951	41.4201	Ndufa11
ENSMUSG00000002379	ENSG00000174886	NDUFA11	ortholog_one2many	0	52.4476	32.8947	Ndufa11
ENSMUSG00000093246							Gm24572
ENSMUSG00000096184							Gm23304
ENSMUSG00000095898	ENSG00000252081	RNU6-277P	ortholog_one2many	0	57.9439	58.4906	Gm24796
ENSMUSG00000064380	ENSG00000253090	SNORA73	ortholog_one2one	0	31.0345	54.7826	Gm26448
ENSMUSG00000088615	ENSG00000200254	RNU6-536P	ortholog_one2one	0	67.8899	69.1589	Gm22485
ENSMUSG00000099308							Mir6367
ENSMUSG00000088270	ENSG00000252073	RNU6-947P	ortholog_one2many	0	56.3107	54.717	Gm23122
ENSMUSG00000095336							Gm24315
ENSMUSG00000077085							Gm23697
ENSMUSG00000065714	ENSG00000207104	RNU6-434P	ortholog_one2one	0	92.233	88.785	Gm25652
ENSMUSG00000084682							Gm22024
ENSMUSG00000088213							Gm22390
ENSMUSG00000076407							Gm22689
ENSMUSG00000095278							Gm27634
ENSMUSG00000095944	ENSG00000201420	RNA5SP512	ortholog_one2one	0	87.395	86.6667	n-R5s210
ENSMUSG00000077472	ENSG00000212589	SNORA17	ortholog_many2many	0	77.0992	76.5152	Gm24791
ENSMUSG00000077472	ENSG00000212461	SNORA17	ortholog_many2many	0	72.5191	73.6434	Gm24791
ENSMUSG00000077472	ENSG00000281808	SNORA17	ortholog_many2many	0	77.0992	76.5152	Gm24791
ENSMUSG00000096341							Gm22886
ENSMUSG00000088628							Gm23315
ENSMUSG00000048376	ENSG00000181104	F2R	ortholog_one2one	1	77.907	78.8235	F2r
ENSMUSG00000095723	ENSG00000207186	RNA5SP122	ortholog_one2many	0	69.7248	70.3704	Gm23647
ENSMUSG00000065789							Gm25869
ENSMUSG00000048826	ENSG00000164488	DACT2	ortholog_one2one	1	52.576	51.4212	Dact2
ENSMUSG00000092819							Gm23639
ENSMUSG00000087881	ENSG00000252835	SCARNA21	ortholog_one2one	0	78.4722	81.295	Gm22442
ENSMUSG00000071506	ENSG00000178826	TMEM139	ortholog_one2one	1	57.0093	56.4815	Tmem139
ENSMUSG00000105770							Mir664
ENSMUSG00000084666							Gm23211
ENSMUSG00000088359							Gm24009
ENSMUSG00000077196							Gm22267
ENSMUSG00000092867							Mir3058
ENSMUSG00000076014							Mir669a-2
ENSMUSG00000104656							Gm44483
ENSMUSG00000067292							Gm10203
ENSMUSG00000105723							Mir7210
ENSMUSG00000088575							Gm24537
ENSMUSG00000088233	ENSG00000202449	SNORA63	ortholog_one2many	0	57.0175	52.8455	Gm25428
ENSMUSG00000094915	ENSG00000185404	SP140L	ortholog_one2many	0	50	10.5172	AC168977.2
ENSMUSG00000077110							Gm22427
ENSMUSG00000080498							Gm26302
ENSMUSG00000094270	ENSG00000200343	RNA5S8	ortholog_one2one	0	100	100	Gm22291
ENSMUSG00000094911							Gm21921
ENSMUSG00000094937							Gm23770
ENSMUSG00000094350							Gm10931
ENSMUSG00000096182							Gm23308
ENSMUSG00000074215							Gm10643
ENSMUSG00000077643	ENSG00000212589	SNORA17	ortholog_many2many	0	77.5194	75.7576	Gm24985
ENSMUSG00000077643	ENSG00000212461	SNORA17	ortholog_many2many	0	75.1938	75.1938	Gm24985
ENSMUSG00000077643	ENSG00000281808	SNORA17	ortholog_many2many	0	78.2946	76.5152	Gm24985
ENSMUSG00000021916	ENSG00000016864	GLT8D1	ortholog_one2one	1	90.8356	90.8356	Glt8d1
ENSMUSG00000065483							Mir181c
ENSMUSG00000077795							Gm25561
ENSMUSG00000097025							Gm26558
ENSMUSG00000105569							Gm44450
ENSMUSG00000064081							Gm8973
ENSMUSG00000088983							Mir1952
ENSMUSG00000098472							Gm27887
ENSMUSG00000037003	ENSG00000111077	TNS2	ortholog_one2one	1	89.1429	87.9493	Tns2
ENSMUSG00000077402							Gm25418
ENSMUSG00000064570	ENSG00000252192	SNORA9	ortholog_one2many	0	67.1642	69.7674	Gm25800
ENSMUSG00000076041							Mir20b
ENSMUSG00000092963							Gm22238
ENSMUSG00000065410							Mir298
ENSMUSG00000077574							Gm24887
ENSMUSG00000087758	ENSG00000202146	Y_RNA	ortholog_many2many	0	62.2642	58.9286	Gm23466
ENSMUSG00000087758	ENSG00000238933	Y_RNA	ortholog_many2many	0	64.1509	60.7143	Gm23466
ENSMUSG00000087758	ENSG00000200325	Y_RNA	ortholog_many2many	0	62.2642	58.9286	Gm23466
ENSMUSG00000087758	ENSG00000278028	Y_RNA	ortholog_many2many	0	63.2075	59.8214	Gm23466
ENSMUSG00000087758	ENSG00000238749	Y_RNA	ortholog_many2many	0	64.1509	60.7143	Gm23466
ENSMUSG00000087758	ENSG00000275904	Y_RNA	ortholog_many2many	0	64.1509	60.7143	Gm23466
ENSMUSG00000087758	ENSG00000276723	Y_RNA	ortholog_many2many	0	62.2642	58.9286	Gm23466
ENSMUSG00000087758	ENSG00000283592	Y_RNA	ortholog_many2many	0	63.2075	59.8214	Gm23466
ENSMUSG00000087758	ENSG00000207404	Y_RNA	ortholog_many2many	0	65.0943	62.7273	Gm23466
ENSMUSG00000065397							Mir155
ENSMUSG00000088335	ENSG00000200536	SNORA25	ortholog_one2one	0	53.7313	58.0645	Gm22843
ENSMUSG00000093340							Gm26117
ENSMUSG00000089317	ENSG00000239112	SNORD123	ortholog_one2one	0	95.7747	97.1429	Snord123
ENSMUSG00000080540	ENSG00000277887	SNORA50C	ortholog_one2many	0	81.203	81.203	Gm22711
ENSMUSG00000077836							Gm26052
ENSMUSG00000094287	ENSG00000207014	SNORD116-3	ortholog_many2many	0	88.2979	87.3684	Gm26433
ENSMUSG00000094287	ENSG00000275529	SNORD116-4	ortholog_many2many	0	88.2979	86.4583	Gm26433
ENSMUSG00000094287	ENSG00000207063	SNORD116-1	ortholog_many2many	0	87.234	86.3158	Gm26433
ENSMUSG00000094287	ENSG00000206727	SNORD116-9	ortholog_many2many	0	88.2979	87.3684	Gm26433
ENSMUSG00000094287	ENSG00000207191	SNORD116-5	ortholog_many2many	0	87.234	86.3158	Gm26433
ENSMUSG00000094287	ENSG00000207093	SNORD116-8	ortholog_many2many	0	88.2979	87.3684	Gm26433
ENSMUSG00000094287	ENSG00000207442	SNORD116-6	ortholog_many2many	0	89.3617	87.5	Gm26433
ENSMUSG00000094287	ENSG00000207001	SNORD116-2	ortholog_many2many	0	89.3617	88.4211	Gm26433
ENSMUSG00000094287	ENSG00000207133	SNORD116-7	ortholog_many2many	0	87.234	86.3158	Gm26433
ENSMUSG00000024528	ENSG00000151304	SRFBP1	ortholog_one2one	1	64.6258	66.4336	Srfbp1
ENSMUSG00000077703							Gm24066
ENSMUSG00000098651							Mir6999
ENSMUSG00000070141							Mir494
ENSMUSG00000080330							Gm22468
ENSMUSG00000075826							Gm23691
ENSMUSG00000087946							Gm24248
ENSMUSG00000098503	ENSG00000276057	TUG1_2	ortholog_one2one	0	87.5	88.5057	Gm27937
ENSMUSG00000098660							Mir6336
ENSMUSG00000093170							Gm23873
ENSMUSG00000105984							Gm44372
ENSMUSG00000087871	ENSG00000251907	RNU6-240P	ortholog_many2many	0	64.7619	70.1031	Gm26101
ENSMUSG00000087871	ENSG00000212597	RNU6-876P	ortholog_many2many	0	64.7619	65.3846	Gm26101
ENSMUSG00000087871	ENSG00000207087	RNU6-242P	ortholog_many2many	0	73.3333	71.9626	Gm26101
ENSMUSG00000024521	ENSG00000141682	PMAIP1	ortholog_one2one	0	37.8641	72.2222	Pmaip1
ENSMUSG00000077652	ENSG00000212170	RNU1-77P	ortholog_one2one	0	74.8503	77.1605	Gm23322
ENSMUSG00000065536							Mir98
ENSMUSG00000088994	ENSG00000222068	RN7SKP154	ortholog_one2one	0	60.5634	59.3103	Gm23046
ENSMUSG00000099263							Gm27772
ENSMUSG00000075162							Gm10812
ENSMUSG00000077420							Gm24282
ENSMUSG00000087913							Gm24915
ENSMUSG00000098963	ENSG00000274409	DLX6-AS1_1	ortholog_one2one	0	96.1111	96.1111	Gm27699
ENSMUSG00000096774							Gm22113
ENSMUSG00000092719							Gm22859
ENSMUSG00000002844	ENSG00000144843	ADPRH	ortholog_one2one	1	80.9392	82.0728	Adprh
ENSMUSG00000065815							Gm24697
ENSMUSG00000077696	ENSG00000252313	RNA5SP281	ortholog_one2many	0	63.1579	53.3333	n-R5s172
ENSMUSG00000064412							Gm22246
ENSMUSG00000095738	ENSG00000200378	RNU5B-4P	ortholog_one2many	0	81.8966	85.5856	Gm25313
ENSMUSG00000095738	ENSG00000202160	RNU5E-7P	ortholog_one2many	0	83.6207	82.906	Gm25313
ENSMUSG00000093266							Gm23417
ENSMUSG00000088077							Gm22814
ENSMUSG00000093952	ENSG00000201618	RNA5SP505	ortholog_one2one	0	75.6302	83.3333	n-R5s195
ENSMUSG00000094441							Zfp955a
ENSMUSG00000106409							Mir7092
ENSMUSG00000092648							Gm23566
ENSMUSG00000088658							Gm24846
ENSMUSG00000080609							Gm23844
ENSMUSG00000062783							Csprs
ENSMUSG00000064442							Gm26225
ENSMUSG00000076458							Mir764
ENSMUSG00000077462							Gm26417
ENSMUSG00000095073	ENSG00000275305	5S_rRNA	ortholog_many2many	0	84.8739	84.8739	n-R5s101
ENSMUSG00000095073	ENSG00000283433	5S_rRNA	ortholog_many2many	0	84.8739	84.8739	n-R5s101
ENSMUSG00000095073	ENSG00000199572	RNA5SP174	ortholog_many2many	0	88.2353	88.983	n-R5s101
ENSMUSG00000095073	ENSG00000278457	5S_rRNA	ortholog_many2many	0	84.0336	84.0336	n-R5s101
ENSMUSG00000095073	ENSG00000212176	RNA5SP207	ortholog_many2many	0	74.7899	83.1776	n-R5s101
